,NAME,LOCATION,COURSES,CONTACT NO.
1288,Mapping Skills Technology Pvt. Ltd,Also Servicing in Amritsar,"Web Technologies Training, Java / J2EE Training",+911140117621_
1289,Animation Bugs," Block Market, Ranjit Avenue, Amritsar","Web Technologies Training, Web designing training",
1290,Dream Tech Labs,"A Block Market, Ranjit Avenue, Amritsar","Web Technologies Training, Web designing training",
1291,i Technologies,"Katra Ahluwalia, Amritsar - 143001","Web Technologies Training, Content management software training",
1292,Computer Success," Chawttiwind Gate, Fatehgarh Churian Road, Amritsar","Web Technologies Training, Java / J2EE Training",
1293,Pixel Arts,"Tunda Talab, Shakti Nagar","Web Technologies Training, Web designing training",
1294,Veron Institute," Rani Ka Bagh, Rani Ka Bagh, Amritsar","Dot Net Training, Java / J2EE Training",
1295,Computer`S Galaxy," Lawrence Road, Circular Road","Dot Net Training, Web designing training",+911140017443_
1296,Computer Success," Chawttiwind Gate, Fatehgarh Churian Road, Amritsar","Dot Net Training, Java / J2EE Training",
1297,Dream Tech Labs,"A Block Market, Ranjit Avenue, Amritsar","Dot Net Training, Web designing training",
1298,i Technologies,"Katra Ahluwalia, Amritsar - 143001","Dot Net Training, Content management software training",
1299,Simplus,"Opp. Parkash Mkt, Majitha Bypass","Dot Net Training, Java / J2EE Training",
1300,Technolearn Trainings,Also Servicing in Amritsar,"Dot Net Training, Web designing training",+919021102346_
1301,I Technologies,Also Servicing in Amritsar,"Dot Net Training, Content management software training",
1302,CACMS Centre for Advanced Computer & Management Studies," B Block Market, Ranjit Avenue, Amritsar","Dot Net Training, Web designing training",
1303,AIDM: Asian Institute Of Digital Marketing,Also Servicing in Amritsar,"Dot Net Training, Content management software training",+911140147372_
1304,Veron Institute," Rani Ka Bagh, Rani Ka Bagh, Amritsar","ASP.Net Training, Java / J2EE Training",
1305,Computer`S Galaxy," Lawrence Road, Circular Road","ASP.Net Training, Web designing training",+911140017443_
